slug	title	brand_name	brand_logo_url	brand_intro	cover_image_url	content_type	reward_amount	upload_start	upload_end	flags	guide_file_url	required_notes	forbidden_notes	recommended_notes	collab_accounts	required_hashtags	caption_requirements	products	consent_items	status
	[MUSINSA] 무신사 오드타입 벌룬틴트/블러틴트/워터블러시	ODDTYPE		오드타입은 무신사가 전개하는 컬러 코스메틱 PB 브랜드입니다. 트렌드를 따르기보다 자신만의 리듬으로 뷰티를 표현하는 사람들과 함께 성장합니다. 크리에이터 개인 피드 무드 및 콘셉트에 맞춰 브랜드 측에서 최적의 제품군으로 선정 후 발송 예정.	/campaigns/oddtype-balloon.png	릴스	50000	2026-07-01	2026-07-02	공동작업 필수, 2차활용 필수		2-3가지 색상 입술 발색 및 전색상 손목 발색	어두운 조명, 저화질	고화질 촬영	@oddtype_official, @oddtype_jp	#무신사 #오드타입 #oddtpye	발색한 컬러명 언급 및 컬러에 대한 설명	벌룬틴트 4종 (랜덤) | https://www.musinsa.com/products/3882622 ;; 블러틴트 4종 (랜덤) | https://www.musinsa.com/products/3153848 ;; 워터블러시 4종 (랜덤) | https://www.musinsa.com/products/3450028	선정 후 미업로드 시 제공받은 제품의 원가를 청구받는 데 동의합니다.	open
